Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud,augm_text_default_mn_gpt_neo
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,train,ur balance å£500. ur next question is: sang 'uptown girl' 80's ? 2 answer txt ur answer 83600. good luck!,20,"[('uptown girl', 0.14343927450535376), ('balance', 0.1979028044224809), ('sang', 0.23576002486810305), ('good luck', 0.2457367918067556), ('answer', 0.24958172993555922), ('answer txt', 0.29929222893704993), ('uptown', 0.354182816688575), ('girl', 0.354182816688575), ('good', 0.4441421048933122), ('luck', 0.4441421048933122), ('question', 0.46147248688455594), ('txt', 0.46147248688455594), ('txt ur answer', 0.5443120594756533)]","['sang', 'good luck', 'answer', 'answer txt', 'uptown', 'girl', 'good', 'luck', 'question', 'txt', 'txt ur answer']","sang,good luck,answer,answer txt,uptown,girl,good,luck,question,txt,txt ur answer",",answer,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt,answer txt"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,train,"free2day sexy st george's day pic jordan!txt pic 89080 dont miss out, every wk saucy celeb!4 pics c pocketbabe.co.uk 0870241182716 å£3/wk",21,"[('day pic jordan', 0.0032643244244874134), ('george day pic', 0.004916621364389999), ('sexy st george', 0.01341088981698241), ('dont miss', 0.01341088981698241), ('saucy celeb', 0.01341088981698241), ('george day', 0.02002739708884881), ('pic jordan', 0.02235440027246495), ('txt pic', 0.02235440027246495), ('day pic', 0.03352934017216013), ('sexy', 0.09444211221080417), ('jordan', 0.09444211221080417), ('txt', 0.09444211221080417), ('dont', 0.09444211221080417), ('celeb', 0.09444211221080417), ('pic', 0.11576195837493274), ('george', 0.14012200275640005), ('day', 0.14012200275640005), ('miss', 0.14012200275640005), ('saucy', 0.14012200275640005), ('pics', 0.23152391674986547)]",['pics'],pics,", and the other two are the same.

The first is the most common, and the second is the most common. The first is the most common, and the second is the most common. The first is the most common, and the"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,train,"hot live fantasies call 08707509020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k",17,"[('hot live fantasies', 0.01655915082773619), ('live fantasies call', 0.016559150827736194), ('croydon', 0.04491197687864554), ('hot live', 0.04940384002065631), ('fantasies call', 0.04940384002065631), ('live fantasies', 0.09700399286574239), ('min ntt', 0.09700399286574239), ('hot', 0.15831692877998726), ('call', 0.15831692877998726), ('box', 0.15831692877998726), ('live', 0.29736558256021506), ('fantasies', 0.29736558256021506), ('min', 0.29736558256021506), ('ntt', 0.29736558256021506)]","['live', 'fantasies', 'min', 'ntt']","live,fantasies,min,ntt",",ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,ntt,nt"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,train,"bears pic nick, tom, pete ... dick. fact, types try gay chat photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",22,"[('bears pic nick', 0.007043697349803145), ('bears pic', 0.041798874333752976), ('pic nick', 0.041798874333752976), ('tom', 0.07765333271105708), ('pete', 0.07765333271105708), ('dick', 0.07765333271105708), ('bears', 0.1592610586324978), ('nick', 0.1592610586324978), ('call', 0.21111624434869972), ('fact', 0.2262463550049216), ('min', 0.2262463550049216), ('photo upload call', 0.24562976947132212), ('pic', 0.2519249053615113), ('stop texts call', 0.2716956629851281), ('types try gay', 0.2721426961874277), ('upload call', 0.2946991609017369), ('gay chat photo', 0.35485789604666934), ('chat photo upload', 0.35485789604666934), ('texts call', 0.36255298539609554), ('types', 0.3968281465973205)]","['call', 'fact', 'min', 'photo upload call', 'pic', 'stop texts call', 'types try gay', 'upload call', 'gay chat photo', 'chat photo upload', 'texts call', 'types']","call,fact,min,photo upload call,pic,stop texts call,types try gay,upload call,gay chat photo,chat photo upload,texts call,types"," text,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,upload call,"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,train,"500 new mobiles 2004, must go! txt: nokia no: 89545 & collect today!from å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction",18,"[('txt', 0.17881754828257995), ('txtauction', 0.17881754828257995), ('mobiles', 0.2005079697193566), ('collect today', 0.2766850298235749), ('nokia', 0.46553351027698087), ('collect', 0.46553351027698087), ('today', 0.46553351027698087)]","['mobiles', 'collect today', 'nokia', 'collect', 'today']","mobiles,collect today,nokia,collect,today",",nokia,collect,today,nokia,collect,today,nokia,collect,today,nokia,collect,today,nokia,collect,today,nokia,collect,today,nokia,collect,today,"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,train,double mins & double txt & 1/2 price linerental latest orange bluetooth mobiles. call mobileupd8 latest offers. 08000839402 call2optout/lf56,19,"[('orange bluetooth mobiles', 0.01479445530397335), ('price linerental latest', 0.030148616157995974), ('double mins', 0.032493754051740126), ('double txt', 0.032493754051740126), ('price linerental', 0.049161660355044504), ('bluetooth mobiles', 0.049161660355044504), ('linerental latest orange', 0.05042277347628308), ('latest orange bluetooth', 0.05042277347628308), ('orange bluetooth', 0.07924631690891028), ('double', 0.09099710706020755), ('linerental latest', 0.1568989312796658), ('latest orange', 0.1568989312796658), ('mins', 0.1729238413759102), ('txt', 0.1729238413759102), ('price', 0.1729238413759102), ('mobiles', 0.1729238413759102), ('call', 0.24398801826330285), ('latest', 0.2502449453607583), ('latest offers', 0.26669343081452435), ('linerental', 0.2709750192544283)]","['call', 'latest', 'latest offers', 'linerental']","call,latest,latest offers,linerental",",
                                                "
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,train,"urgent, important information o2 user. today lucky day! 2 find log onto http://www.urawinner.com fantastic surprise awaiting",16,"[('important information', 0.050888965170882816), ('urgent', 0.06588837669267192), ('user', 0.06588837669267192), ('important', 0.2200560909321288), ('information', 0.2200560909321288), ('today lucky day', 0.40991697689533735), ('today', 0.4949246952252326), ('day', 0.4949246952252326), ('today lucky', 0.5162806230574593), ('lucky day', 0.5162806230574593), ('find', 0.5880798524606783), ('fantastic', 0.5880798524606783), ('awaiting', 0.5880798524606783), ('lucky', 0.68796622281612), ('log', 0.7625957055371981), ('surprise', 0.7625957055371981), ('find log', 0.8131286944405928), ('fantastic surprise', 0.8131286944405928), ('surprise awaiting', 0.8131286944405928), ('fantastic surprise awaiting', 0.926369888474246)]","['important', 'information', 'today lucky day', 'today', 'day', 'today lucky', 'lucky day', 'find', 'fantastic', 'awaiting', 'lucky', 'log', 'surprise', 'find log', 'fantastic surprise', 'surprise awaiting', 'fantastic surprise awaiting']","important,information,today lucky day,today,day,today lucky,lucky day,find,fantastic,awaiting,lucky,log,surprise,find log,fantastic surprise,surprise awaiting,fantastic surprise awaiting",",fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,fantastic surprise awaiting,f"
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,train,sale - arsenal dartboard. good condition doubles trebles!,8,"[('arsenal dartboard', 0.04188746641162499), ('sale', 0.05899937629682816), ('arsenal', 0.2005079697193566), ('dartboard', 0.2005079697193566), ('good condition', 0.4456055016437946), ('doubles trebles', 0.4456055016437946), ('good', 0.46553351027698087), ('trebles', 0.46553351027698087), ('good condition doubles', 0.5777370055722434), ('condition doubles trebles', 0.5777370055722434), ('condition', 0.6621399683957523), ('doubles', 0.6621399683957523), ('condition doubles', 0.7807198046783035)]","['arsenal', 'dartboard', 'good condition', 'doubles trebles', 'good', 'trebles', 'good condition doubles', 'condition doubles trebles', 'condition', 'doubles', 'condition doubles']","arsenal,dartboard,good condition,doubles trebles,good,trebles,good condition doubles,condition doubles trebles,condition,doubles,condition doubles",",condition,doubles,condition,doubles,condition,doubles,condition,doubles,condition,doubles,condition,doubles,condition,doubles,condition,doubles,condition"
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,train,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod å£250 cash every wk. txt pod 84128 ts&cs www.textpod.net custcare 08712405020.,23,"[('week entry', 0.009239332327148086), ('txt pod', 0.015380821171891606), ('free', 0.04491197687864554), ('textpod', 0.04491197687864554), ('chance', 0.04491197687864554), ('win', 0.04491197687864554), ('custcare', 0.04491197687864554), ('week', 0.09568045026443411), ('entry', 0.09568045026443411), ('ipod', 0.09568045026443411), ('cash', 0.09568045026443411), ('pod', 0.09568045026443411), ('txt', 0.15831692877998726)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,train,registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts,18,"[('registered optin subscriber', 0.01655915082773619), ('gift voucher entered', 0.01655915082773619), ('receipt correct ans', 0.016559150827736194), ('bbc charts', 0.02570861714399338), ('voucher entered receipt', 0.03339840940482845), ('entered receipt correct', 0.03339840940482845), ('registered optin', 0.04940384002065631), ('subscriber ur draw', 0.04940384002065631), ('gift voucher', 0.04940384002065631), ('correct ans', 0.04940384002065631), ('optin subscriber', 0.09700399286574239), ('voucher entered', 0.09700399286574239), ('entered receipt', 0.09700399286574239), ('receipt correct', 0.09700399286574239), ('registered', 0.15831692877998726), ('draw', 0.15831692877998726), ('gift', 0.15831692877998726), ('ans', 0.15831692877998726), ('bbc', 0.15831692877998726), ('charts', 0.15831692877998726)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,train,summers finally here! fancy chat flirt sexy singles yr area? get matched reply summer now. free 2 join. optout txt stop help08714742804,22,"[('summers finally', 0.20340272686656433), ('finally', 0.2801684850679993), ('fancy chat flirt', 0.311252112281087), ('fancy chat', 0.33026842554005303), ('singles yr area', 0.33026842554005303), ('free', 0.37632014539222736), ('join', 0.37632014539222736), ('fancy', 0.43193700797556733), ('area', 0.43193700797556733), ('chat flirt sexy', 0.4886045601591578), ('flirt sexy singles', 0.4886045601591578), ('chat flirt', 0.4933859464149736), ('flirt sexy', 0.4933859464149736), ('sexy singles', 0.4933859464149736), ('chat', 0.5747875562900534), ('flirt', 0.5747875562900534), ('sexy', 0.5747875562900534), ('singles', 0.5747875562900534), ('summers', 0.6032905156718141), ('summer', 0.6032905156718141)]","['summers finally', 'finally', 'fancy chat flirt', 'fancy chat', 'singles yr area', 'free', 'join', 'fancy', 'area', 'chat flirt sexy', 'flirt sexy singles', 'chat flirt', 'flirt sexy', 'sexy singles', 'chat', 'flirt', 'sexy', 'singles', 'summers', 'summer']","summers finally,finally,fancy chat flirt,fancy chat,singles yr area,free,join,fancy,area,chat flirt sexy,flirt sexy singles,chat flirt,flirt sexy,sexy singles,chat,flirt,sexy,singles,summers,summer",",summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,summer,sum"
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,train,bought one ringtone getting texts costing 3 pound offering tones etc,11,"[('pound offering tones', 0.01655915082773619), ('bought one ringtone', 0.04940384002065631), ('texts costing', 0.04940384002065631), ('pound offering', 0.04940384002065631), ('ringtone getting texts', 0.09700399286574239), ('offering tones', 0.09700399286574239), ('bought', 0.15831692877998726), ('costing', 0.15831692877998726), ('pound', 0.15831692877998726), ('ringtone', 0.29736558256021506), ('texts', 0.29736558256021506), ('offering', 0.29736558256021506), ('tones', 0.29736558256021506)]","['ringtone', 'texts', 'offering', 'tones']","ringtone,texts,offering,tones",",etc.

A:

I think you can use the following code to get the sound of the soundbar:
$soundbar = new Soundbar();
$soundbar->setSound(new SoundbarSound( $sound"
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,1,train,hi lucy hubby meetins day fri & b alone hotel u fancy cumin over? pls leave msg 2day 09099726395 lucy x callså£1/minmobsmorelkpobox177hp51fl,22,"[('meetins day fri', 0.008484745886917361), ('hubby meetins day', 0.014044555743765116), ('lucy hubby meetins', 0.029879148355020476), ('day fri', 0.03419969733027349), ('hubby meetins', 0.05582649005076364), ('meetins day', 0.05582649005076364), ('hotel u fancy', 0.05582649005076364), ('fancy cumin', 0.05582649005076364), ('pls leave msg', 0.1101599259941108), ('lucy hubby', 0.11426542028939062), ('fri', 0.1438116176495284), ('lucy', 0.22298327408394902), ('hubby', 0.2299449545753006), ('meetins', 0.2299449545753006), ('day', 0.2299449545753006), ('hotel', 0.2299449545753006), ('fancy', 0.2299449545753006), ('cumin', 0.2299449545753006), ('pls leave', 0.2308751217696896), ('leave msg', 0.2308751217696896)]","['lucy', 'hubby', 'meetins', 'day', 'hotel', 'fancy', 'cumin', 'pls leave', 'leave msg']","lucy,hubby,meetins,day,hotel,fancy,cumin,pls leave,leave msg",",leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave to,leave"
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,train,"account credited 500 free text messages. activate, txt word: credit no: 80488 t&cs www.80488.biz",14,"[('free text messages', 0.0171803062086562), ('account credited', 0.04188746641162499), ('free text', 0.07796891081290885), ('text messages', 0.07796891081290885), ('activate', 0.17881754828257995), ('account', 0.2005079697193566), ('credited', 0.2005079697193566), ('free', 0.2005079697193566), ('messages', 0.2005079697193566), ('txt word', 0.2766850298235749), ('text', 0.36073110501666333), ('txt', 0.46553351027698087), ('word', 0.46553351027698087), ('credit', 0.46553351027698087)]","['account', 'credited', 'free', 'messages', 'txt word', 'text', 'txt', 'word', 'credit']","account,credited,free,messages,txt word,text,txt,word,credit",",creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,creditcard,credit"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,train,"hot live fantasies call 08707509020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 national rate call",20,"[('national rate call', 0.0025575449091731458), ('hot live fantasies', 0.003514423847087336), ('live fantasies call', 0.0042776899233995845), ('hot live', 0.019140227991962366), ('national rate', 0.019140227991962366), ('fantasies call', 0.02322940199352075), ('rate call', 0.02322940199352075), ('live fantasies', 0.03180378063984036), ('min ntt', 0.03180378063984036), ('croydon', 0.05054734298756545), ('call', 0.06465382239532108), ('hot', 0.10697254906238414), ('box', 0.10697254906238414), ('national', 0.10697254906238414), ('live', 0.17556616280527482), ('fantasies', 0.17556616280527482), ('min', 0.17556616280527482), ('ntt', 0.17556616280527482), ('rate', 0.17556616280527482)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,train,thanks vote. sing along stars karaoke mobile. free link reply sing now.,12,"[('vote', 0.17177521569455717), ('stars karaoke mobile', 0.2758920554805269), ('karaoke mobile', 0.3073818373902559), ('sing', 0.32144770518162663), ('mobile', 0.4187126706439023), ('stars karaoke', 0.46048641917121874), ('free link', 0.5001019392897985), ('free', 0.5120663821591114), ('stars', 0.5615127884067688), ('karaoke', 0.5615127884067688), ('free link reply', 0.631914566411682), ('link', 0.6510457398118691), ('reply', 0.6510457398118691), ('reply sing', 0.7198511074435009), ('link reply', 0.7356909151878849), ('link reply sing', 0.9594094170076121), ('sing along stars', 0.9657184475559676)]","['stars karaoke mobile', 'karaoke mobile', 'sing', 'mobile', 'stars karaoke', 'free link', 'free', 'stars', 'karaoke', 'free link reply', 'link', 'reply', 'reply sing', 'link reply', 'link reply sing', 'sing along stars']","stars karaoke mobile,karaoke mobile,sing,mobile,stars karaoke,free link,free,stars,karaoke,free link reply,link,reply,reply sing,link reply,link reply sing,sing along stars"," karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,karaoke,kara"
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,train,nokia 7250i. get win free auction. take part send nokia 86021 now. hg/suite342/2lands row/w1jhl 16+,15,"[('nokia', 0.19932344069541302), ('win free auction', 0.2981180854996943), ('free auction', 0.3219092785869105), ('send nokia', 0.35623863562416735), ('row', 0.3717847832465589), ('auction', 0.42719047284475026), ('part send nokia', 0.44759849455278555), ('win free', 0.48137836626559094), ('win', 0.5700465023657841), ('free', 0.5700465023657841), ('part', 0.6588954912505136), ('send', 0.6588954912505136), ('part send', 0.7672317817183312)]","['win free auction', 'free auction', 'send nokia', 'row', 'auction', 'part send nokia', 'win free', 'win', 'free', 'part', 'send', 'part send']","win free auction,free auction,send nokia,row,auction,part send nokia,win free,win,free,part,send,part send"," nokia,row,auction,part,send,part send nokia,row,auction,part,send,part send nokia,row,auction,part,send,part send nokia,row,auction,"
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,train,"hello orange. 1 month's free access games, news sport, plus 10 free texts 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow",21,"[('orange', 0.16412277786347862), ('photo messages', 0.19672392666338837), ('access games', 0.2856409069256835), ('month free access', 0.29589765857572986), ('free access games', 0.2958976585757299), ('free', 0.3086755233024748), ('terms apply', 0.33045793967240694), ('month free', 0.3338698992258972), ('free texts', 0.3338698992258972), ('month', 0.40544467897296155), ('games', 0.40544467897296155), ('sport', 0.40544467897296155), ('texts', 0.40544467897296155), ('photo', 0.40544467897296155), ('messages', 0.40544467897296155), ('reply', 0.40544467897296155), ('terms', 0.49837645962852345), ('apply', 0.49837645962852345), ('free access', 0.5112576451027213), ('access', 0.5479855614677386)]","['access games', 'month free access', 'free access games', 'free', 'terms apply', 'month free', 'free texts', 'month', 'games', 'sport', 'texts', 'photo', 'messages', 'reply', 'terms', 'apply', 'free access', 'access']","access games,month free access,free access games,free,terms apply,month free,free texts,month,games,sport,texts,photo,messages,reply,terms,apply,free access,access",",free,free games,free,free games,free,free games,free,free games,free,free games,free,free games,free,free games,free,free games,free,free games,free,free games"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,train,ur cash-balance currently 500 pounds - maximize ur cash-in send go 86688 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,17,"[('maximize ur cash-in', 0.02541909697430123), ('cash-in send', 0.04188746641162499), ('pounds', 0.05899937629682816), ('msg', 0.05899937629682816), ('maximize', 0.12363091320521931), ('row', 0.17881754828257995), ('cash-balance', 0.2005079697193566), ('cash-in', 0.2005079697193566), ('send', 0.2005079697193566)]","['cash-balance', 'cash-in', 'send']","cash-balance,cash-in,send","-to,send-to-in,send-to-in-in,send-to-in-in-in,send-to-in-in-in,send-to-in-in-in,send-to"
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,train,sms auction - brand new nokia 7250 4 auction today! auction free 2 join & take part! txt nokia 86021 now! hg/suite342/2lands row/w1j6hl,23,"[('sms auction', 0.08751058127360316), ('auction today', 0.08751058127360316), ('brand new nokia', 0.13364254243571935), ('auction', 0.15904488743909084), ('sms', 0.16864990834617205), ('brand', 0.16864990834617205), ('today', 0.16864990834617205), ('nokia', 0.1775096271798949), ('txt nokia', 0.21925964166864323), ('auction free', 0.24566708428113962), ('join', 0.2838278850964132), ('free', 0.4133367447615968), ('part', 0.4133367447615968), ('row', 0.41438509552781055), ('txt', 0.5065363235212683)]","['txt nokia', 'auction free', 'join', 'free', 'part', 'row', 'txt']","txt nokia,auction free,join,free,part,row,txt",",nokia,auction,free,join,free,part,row,txt,nokia,auction,free,join,free,part,row,txt,nokia,auction,free,join,free,part"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,train,private! 2003 account statement shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 expires 07/11/04,18,"[('private', 0.06588837669267192), ('call', 0.26303348124903125), ('expires', 0.26303348124903125), ('account statement shows', 0.40991697689533735), ('account', 0.4949246952252326), ('shows', 0.4949246952252326), ('un-redeemed', 0.4949246952252326), ('points', 0.4949246952252326), ('account statement', 0.5162806230574593), ('statement shows', 0.5162806230574593), ('identifier code', 0.5286731219590494), ('identifier', 0.5880798524606783), ('code', 0.5880798524606783), ('statement', 0.68796622281612)]","['call', 'expires', 'account statement shows', 'account', 'shows', 'un-redeemed', 'points', 'account statement', 'statement shows', 'identifier code', 'identifier', 'code', 'statement']","call,expires,account statement shows,account,shows,un-redeemed,points,account statement,statement shows,identifier code,identifier,code,statement",",statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement,statement"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,train,urgent! mobile number awarded å£2000 prize guaranteed. call 09061790121 land line. claim 3030. valid 12hrs 150ppm,16,"[('urgent', 0.0726772423782132), ('call', 0.28396041294839813), ('claim', 0.32705176562700716), ('valid', 0.3568200533666425), ('prize guaranteed', 0.37306711088575134), ('mobile', 0.5212518383364516), ('prize', 0.5212518383364516), ('guaranteed', 0.5212518383364516), ('mobile number', 0.5876889435915774), ('land line', 0.6030568194590986), ('land', 0.6133447588150343), ('line', 0.6133447588150343), ('number', 0.710124506004048), ('awarded', 0.710124506004048), ('mobile number awarded', 0.9350078603711882), ('number awarded', 1.0172548476589933)]","['call', 'claim', 'valid', 'prize guaranteed', 'mobile', 'prize', 'guaranteed', 'mobile number', 'land line', 'land', 'line', 'number', 'awarded', 'mobile number awarded', 'number awarded']","call,claim,valid,prize guaranteed,mobile,prize,guaranteed,mobile number,land line,land,line,number,awarded,mobile number awarded,number awarded",",mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile"
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,train,rt-king pro video club>> need help? info@ringtoneking.co.uk call 08701237397 must 16+ club credits redeemable www.ringtoneking.co.uk! enjoy!,16,"[('rt-king pro video', 0.013205396894136408), ('pro video club', 0.045309156382533654), ('rt-king pro', 0.045658974599395316), ('pro video', 0.07379545983680959), ('video club', 0.14711449360937973), ('rt-king', 0.16656434632039416), ('club credits redeemable', 0.21110260617364077), ('call', 0.23576002486810305), ('club', 0.24460462167569855), ('pro', 0.26215252189023136), ('video', 0.26215252189023136), ('credits redeemable', 0.2925118373442965), ('enjoy', 0.31008279506805675), ('club credits', 0.3702789559574124), ('redeemable', 0.4097165700294581), ('credits', 0.5523640283161961)]","['club credits redeemable', 'call', 'club', 'pro', 'video', 'credits redeemable', 'enjoy', 'club credits', 'redeemable', 'credits']","club credits redeemable,call,club,pro,video,credits redeemable,enjoy,club credits,redeemable,credits",",club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club credits,club"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,train,u secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09058094599,13,"[('make contact u-find', 0.01655915082773619), ('make contact', 0.04940384002065631), ('secret admirer', 0.09700399286574239), ('contact u-find', 0.09700399286574239), ('make', 0.15831692877998726), ('reveal', 0.15831692877998726), ('special-call', 0.15831692877998726), ('secret', 0.29736558256021506), ('admirer', 0.29736558256021506), ('contact', 0.29736558256021506), ('u-find', 0.29736558256021506)]","['secret', 'admirer', 'contact', 'u-find']","secret,admirer,contact,u-find",",u-share,u-share-info,u-share-info-info,u-share-info-info-info,u-share-info-info-info,u-share-info-info-info,u"
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,train,500 free text msgs. text ok 80488 we'll credit account,10,"[('free text msgs', 0.01272547624838166), ('free text', 0.07656831788175336), ('text msgs', 0.07656831788175336), ('free', 0.1531727145735673), ('msgs', 0.1531727145735673), ('text', 0.23216465691767033), ('credit account', 0.2555837115374544), ('account', 0.3858257107143767), ('credit', 0.5275897320195264)]","['text', 'credit account', 'account', 'credit']","text,credit account,account,credit",",credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit,credit"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,train,"selected stay 1 250 top british hotels - nothing! holiday worth å£350! claim, call london 02072069400. bx 526, sw73ss",19,"[('top british hotels', 0.02691068905217439), ('selected stay', 0.0565406034156422), ('top british', 0.10302256008155819), ('british hotels', 0.10302256008155819), ('selected', 0.23133275159292982), ('stay', 0.23133275159292982), ('top', 0.23133275159292982), ('hotels', 0.23133275159292982), ('claim', 0.27573389687933125), ('british', 0.4037484044059793), ('holiday', 0.5110573480904945), ('holiday worth', 0.5590489604659448), ('call london', 0.5732105463588063), ('call', 0.6036200563782421), ('london', 0.6036200563782421), ('worth', 0.7016498766455139)]","['selected', 'stay', 'top', 'hotels', 'claim', 'british', 'holiday', 'holiday worth', 'call london', 'call', 'london', 'worth']","selected,stay,top,hotels,claim,british,holiday,holiday worth,call london,call,london,worth",",wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,wonder,w"
